"";"X64.242.88.10......07.Mar.2004.16.05.49..0800.";"GET..twiki.bin.edit.Main.Double_bounce_sender.topicparent.Main.ConfigurationVariables.HTTP.1.1";"X401.12846"
"925";"lhr003a.dhl.com - - [08/Mar/2004:09:17:16 -0800]  ";" 7 , 60 , 485 ";"  200 2955"
"926";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.0";" 200 3040"
"927";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 7 , 20 , 269 ";"  200 3040"
"928";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.0";" 200 2341"
"929";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 5 , 96 , 533 ";"  200 2341"
"930";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.0";" 200 2271"
"931";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 5 , 58 , 65 ";"  200 2271"
"932";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.0";" 200 3302"
"933";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 8 , 15 , 741 ";"  200 3302"
"934";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.0";" 200 1663"
"935";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 3 , 90 , 752 ";"  200 1663"
"936";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.0";" 200 2521"
"937";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 8 , 76 , 927 ";"  200 2521"
"938";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.0";" 200 1918"
"939";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 7 , 91 , 767 ";"  200 1918"
"940";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.0";" 200 1580"
"941";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 8 , 99 , 451 ";"  200 1580"
"942";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.0";" 200 2202"
"943";"lhr003a.dhl.com - - [08/Mar/2004:09:17:17 -0800]  ";" 6 , 8 , 742 ";"  200 2202"
"944";"lhr003a.dhl.com - - [08/Mar/2004:09:17:18 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.0";" 200 1822"
"945";"lhr003a.dhl.com - - [08/Mar/2004:09:17:18 -0800]  ";" 6 , 48 , 52 ";"  200 1822"
"946";"lhr003a.dhl.com - - [08/Mar/2004:09:17:18 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.0";" 200 1526"
"947";"lhr003a.dhl.com - - [08/Mar/2004:09:17:18 -0800]  ";" 1 , 33 , 123 ";"  200 1526"
"948";"10.0.0.153 - - [08/Mar/2004:09:18:53 -0800] ";"GET / HTTP/1.1";" 304 -"
"949";"10.0.0.153 - - [08/Mar/2004:09:18:53 -0800]  ";" 3 , 55 , 889 ";"  304 -"
"950";"10.0.0.153 - - [08/Mar/2004:09:18:56 -0800] ";"GET /dccstats/index.html HTTP/1.1";" 304 -"
"951";"10.0.0.153 - - [08/Mar/2004:09:18:56 -0800]  ";" 8 , 51 , 539 ";"  304 -"
"952";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.1";" 200 3040"
"953";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 8 , 70 , 974 ";"  200 3040"
"954";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.1";" 200 2271"
"955";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 7 , 88 , 365 ";"  200 2271"
"956";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.1";" 200 2341"
"957";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 2 , 30 , 467 ";"  200 2341"
"958";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.1";" 200 3302"
"959";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 9 , 93 , 713 ";"  200 3302"
"960";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.1";" 200 1580"
"961";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 3 , 82 , 211 ";"  200 1580"
"962";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.1";" 200 1918"
"963";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 5 , 89 , 718 ";"  200 1918"
"964";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.1";" 200 1663"
"965";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 7 , 37 , 284 ";"  200 1663"
"966";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.1";" 200 2202"
"967";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 7 , 6 , 249 ";"  200 2202"
"968";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.1";" 200 2521"
"969";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 9 , 56 , 401 ";"  200 2521"
"970";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.1";" 200 1822"
"971";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 3 , 29 , 71 ";"  200 1822"
"972";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.1";" 200 1526"
"973";"10.0.0.153 - - [08/Mar/2004:09:18:57 -0800]  ";" 5 , 40 , 124 ";"  200 1526"
"974";"64.242.88.10 - - [08/Mar/2004:09:23:03 -0800] ";"GET /twiki/bin/view/TWiki/SearchDoesNotWork?rev=r1.1 HTTP/1.1";" 200 3981"
"975";"64.242.88.10 - - [08/Mar/2004:09:23:03 -0800]  ";" 9 , 43 , 724 ";"  200 3981"
"976";"64.242.88.10 - - [08/Mar/2004:09:25:42 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=TWiki%20*FAQ[^A-Za-z] HTTP/1.1";" 200 12083"
"977";"64.242.88.10 - - [08/Mar/2004:09:25:42 -0800]  ";" 4 , 12 , 140 ";"  200 12083"
"978";"lj1036.inktomisearch.com - - [08/Mar/2004:09:29:35 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"979";"lj1036.inktomisearch.com - - [08/Mar/2004:09:29:35 -0800]  ";" 7 , 20 , 673 ";"  200 68"
"980";"lj1027.inktomisearch.com - - [08/Mar/2004:09:29:36 -0800] ";"GET /twiki/bin/oops/Know/WinDoze95Crash HTTP/1.0";" 200 209"
"981";"lj1027.inktomisearch.com - - [08/Mar/2004:09:29:36 -0800]  ";" 3 , 45 , 853 ";"  200 209"
"982";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:10 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"983";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:10 -0800]  ";" 4 , 91 , 710 ";"  200 10419"
"984";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:11 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"985";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:11 -0800]  ";" 3 , 26 , 591 ";"  200 1078"
"986";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:11 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"987";"pool-68-160-195-60.ny325.east.verizon.net - - [08/Mar/2004:09:30:11 -0800]  ";" 7 , 16 , 268 ";"  200 2877"
"988";"64.242.88.10 - - [08/Mar/2004:09:30:40 -0800] ";"GET /twiki/bin/view/TWiki/WebSearch?rev=r1.10 HTTP/1.1";" 200 9419"
"989";"64.242.88.10 - - [08/Mar/2004:09:30:40 -0800]  ";" 1 , 58 , 370 ";"  200 9419"
"990";"64.242.88.10 - - [08/Mar/2004:09:32:32 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiDownload HTTP/1.1";" 200 5933"
"991";"64.242.88.10 - - [08/Mar/2004:09:32:32 -0800]  ";" 7 , 49 , 1 ";"  200 5933"
"992";"64.242.88.10 - - [08/Mar/2004:09:33:46 -0800] ";"GET /twiki/bin/view/Main/SideBar?rev=1.1 HTTP/1.1";" 200 3564"
"993";"64.242.88.10 - - [08/Mar/2004:09:33:46 -0800]  ";" 1 , 50 , 856 ";"  200 3564"
"994";"lj1156.inktomisearch.com - - [08/Mar/2004:09:33:53 -0800] ";"GET /twiki/bin/oops/TWiki/TWikiAccessControl HTTP/1.0";" 200 209"
"995";"lj1156.inktomisearch.com - - [08/Mar/2004:09:33:53 -0800]  ";" 9 , 79 , 103 ";"  200 209"
"996";"64.242.88.10 - - [08/Mar/2004:09:34:58 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiFAQ HTTP/1.1";" 200 43115"
"997";"64.242.88.10 - - [08/Mar/2004:09:34:58 -0800]  ";" 2 , 66 , 347 ";"  200 43115"
"998";"64.242.88.10 - - [08/Mar/2004:09:36:35 -0800] ";"GET /twiki/bin/edit/TWiki/WebNotification?topicparent=TWiki.TWikiUpgradeTo01May2000 HTTP/1.1";" 401 12846"
"999";"64.242.88.10 - - [08/Mar/2004:09:36:35 -0800]  ";" 8 , 15 , 614 ";"  401 12846"
"1000";"64.242.88.10 - - [08/Mar/2004:09:38:11 -0800] ";"GET /twiki/bin/view/Main/TWikiGuest?rev=r1.3 HTTP/1.1";" 200 4604"
"1001";"64.242.88.10 - - [08/Mar/2004:09:38:11 -0800]  ";" 4 , 75 , 62 ";"  200 4604"
"1002";"lj1156.inktomisearch.com - - [08/Mar/2004:09:40:30 -0800] ";"GET /twiki/bin/view/TWiki/d43 HTTP/1.0";" 200 4619"
"1003";"lj1156.inktomisearch.com - - [08/Mar/2004:09:40:30 -0800]  ";" 7 , 77 , 168 ";"  200 4619"
"1004";"64.242.88.10 - - [08/Mar/2004:09:41:15 -0800] ";"GET /twiki/bin/edit/Main/Export_environment?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"1005";"64.242.88.10 - - [08/Mar/2004:09:41:15 -0800]  ";" 4 , 13 , 120 ";"  401 12846"
"1006";"64.242.88.10 - - [08/Mar/2004:09:42:27 -0800] ";"GET /twiki/bin/rdiff/Know/ReadmeFirst?rev1=1.6&rev2=1.5 HTTP/1.1";" 200 4187"
"1007";"64.242.88.10 - - [08/Mar/2004:09:42:27 -0800]  ";" 8 , 60 , 462 ";"  200 4187"
"1008";"64.242.88.10 - - [08/Mar/2004:09:45:15 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Change%20*Password[^A-Za-z] HTTP/1.1";" 200 7226"
"1009";"64.242.88.10 - - [08/Mar/2004:09:45:15 -0800]  ";" 1 , 5 , 579 ";"  200 7226"
"1010";"64.242.88.10 - - [08/Mar/2004:10:01:06 -0800] ";"GET /twiki/bin/view/TWiki/TWikiTopics?rev=r1.4 HTTP/1.1";" 200 5171"
"1011";"64.242.88.10 - - [08/Mar/2004:10:01:06 -0800]  ";" 3 , 41 , 378 ";"  200 5171"
"1012";"64.242.88.10 - - [08/Mar/2004:10:05:40 -0800] ";"GET /twiki/bin/view/TWiki/WebSearch?rev=r1.9 HTTP/1.1";" 200 9469"
"1013";"64.242.88.10 - - [08/Mar/2004:10:05:40 -0800]  ";" 4 , 16 , 640 ";"  200 9469"
"1014";"lj1164.inktomisearch.com - - [08/Mar/2004:10:06:28 -0800] ";"GET /twiki/bin/view/Main/DCCGraphs HTTP/1.0";" 200 5383"
"1015";"lj1164.inktomisearch.com - - [08/Mar/2004:10:06:28 -0800]  ";" 1 , 85 , 407 ";"  200 5383"
"1016";"64.242.88.10 - - [08/Mar/2004:10:08:02 -0800] ";"GET /twiki/bin/rename/TWiki/DefaultPlugin HTTP/1.1";" 401 12846"
"1017";"64.242.88.10 - - [08/Mar/2004:10:08:02 -0800]  ";" 4 , 38 , 234 ";"  401 12846"
"1018";"64.242.88.10 - - [08/Mar/2004:10:09:52 -0800] ";"GET /twiki/bin/view/Main/TWikiGuest?rev=r1.1 HTTP/1.1";" 200 3763"
"1019";"64.242.88.10 - - [08/Mar/2004:10:09:52 -0800]  ";" 9 , 13 , 529 ";"  200 3763"
"1020";"64.242.88.10 - - [08/Mar/2004:10:14:46 -0800] ";"GET /twiki/bin/edit/TWiki/TWikiRegistration?t=1078670224 HTTP/1.1";" 401 12851"
"1021";"64.242.88.10 - - [08/Mar/2004:10:14:46 -0800]  ";" 3 , 3 , 491 ";"  401 12851"
"1022";"64.242.88.10 - - [08/Mar/2004:10:16:52 -0800] ";"GET /twiki/bin/view/Main/TWikiAdminGroup?rev=1.6 HTTP/1.1";" 200 4462"
"1023";"64.242.88.10 - - [08/Mar/2004:10:16:52 -0800]  ";" 9 , 54 , 999 ";"  200 4462"
"1024";"64.242.88.10 - - [08/Mar/2004:10:18:21 -0800] ";"GET /twiki/bin/rdiff/TWiki/WikiSyntax HTTP/1.1";" 200 59454"
"1025";"64.242.88.10 - - [08/Mar/2004:10:18:21 -0800]  ";" 9 , 47 , 941 ";"  200 59454"
"1026";"64.242.88.10 - - [08/Mar/2004:10:21:21 -0800] ";"GET /twiki/bin/oops/TWiki/WikiCulture?template=oopsmore&param1=1.8&param2=1.8 HTTP/1.1";" 200 11245"
"1027";"64.242.88.10 - - [08/Mar/2004:10:21:21 -0800]  ";" 4 , 59 , 796 ";"  200 11245"
"1028";"64.242.88.10 - - [08/Mar/2004:10:30:56 -0800] ";"GET /twiki/bin/view/TWiki/WikiTopic HTTP/1.1";" 200 4646"
"1029";"64.242.88.10 - - [08/Mar/2004:10:30:56 -0800]  ";" 5 , 78 , 589 ";"  200 4646"
"1030";"64.242.88.10 - - [08/Mar/2004:10:32:18 -0800] ";"GET /twiki/bin/rdiff/TWiki/WebPreferences HTTP/1.1";" 200 36410"
"1031";"64.242.88.10 - - [08/Mar/2004:10:32:18 -0800]  ";" 2 , 36 , 830 ";"  200 36410"
"1032";"64.242.88.10 - - [08/Mar/2004:10:34:55 -0800] ";"GET /twiki/bin/view/TWiki/WebSearch?skin=print HTTP/1.1";" 200 7196"
"1033";"64.242.88.10 - - [08/Mar/2004:10:34:55 -0800]  ";" 2 , 16 , 897 ";"  200 7196"
"1034";"64.242.88.10 - - [08/Mar/2004:10:40:09 -0800] ";"GET /twiki/bin/view/TWiki/TWikiTopics?rev=r1.7 HTTP/1.1";" 200 8540"
"1035";"64.242.88.10 - - [08/Mar/2004:10:40:09 -0800]  ";" 7 , 59 , 310 ";"  200 8540"
"1036";"64.242.88.10 - - [08/Mar/2004:10:45:25 -0800] ";"GET /twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=Thanadon%20*Somdee[^A-Za-z] HTTP/1.1";" 200 4287"
"1037";"64.242.88.10 - - [08/Mar/2004:10:45:25 -0800]  ";" 5 , 69 , 120 ";"  200 4287"
"1038";"64.242.88.10 - - [08/Mar/2004:10:46:34 -0800] ";"GET /twiki/bin/view/TWiki/TWikiUpgradeTo01May2000?rev=1.3 HTTP/1.1";" 200 7441"
"1039";"64.242.88.10 - - [08/Mar/2004:10:46:34 -0800]  ";" 7 , 36 , 718 ";"  200 7441"
"1040";"10.0.0.153 - - [08/Mar/2004:10:48:02 -0800] ";"GET / HTTP/1.1";" 304 -"
"1041";"10.0.0.153 - - [08/Mar/2004:10:48:02 -0800]  ";" 5 , 45 , 758 ";"  304 -"
"1042";"10.0.0.153 - - [08/Mar/2004:10:48:05 -0800] ";"GET /cgi-bin/mailgraph2.cgi HTTP/1.1";" 200 2987"
"1043";"10.0.0.153 - - [08/Mar/2004:10:48:05 -0800]  ";" 4 , 29 , 709 ";"  200 2987"
"1044";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0_err.png HTTP/1.1";" 200 7213"
"1045";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 8 , 39 , 735 ";"  200 7213"
"1046";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0.png HTTP/1.1";" 200 7970"
"1047";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 9 , 63 , 190 ";"  200 7970"
"1048";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1_err.png HTTP/1.1";" 200 7254"
"1049";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 2 , 75 , 478 ";"  200 7254"
"1050";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1.png HTTP/1.1";" 200 8821"
"1051";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 7 , 86 , 792 ";"  200 8821"
"1052";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2_err.png HTTP/1.1";" 200 6866"
"1053";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 3 , 30 , 9 ";"  200 6866"
"1054";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2.png HTTP/1.1";" 200 9312"
"1055";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 6 , 73 , 232 ";"  200 9312"
"1056";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3.png HTTP/1.1";" 200 6596"
"1057";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 4 , 13 , 544 ";"  200 6596"
"1058";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3_err.png HTTP/1.1";" 200 5499"
"1059";"10.0.0.153 - - [08/Mar/2004:10:48:06 -0800]  ";" 5 , 38 , 401 ";"  200 5499"
"1060";"64.242.88.10 - - [08/Mar/2004:10:48:19 -0800] ";"GET /twiki/bin/edit/Main/Max_use?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"1061";"64.242.88.10 - - [08/Mar/2004:10:48:19 -0800]  ";" 3 , 58 , 113 ";"  401 12846"
"1062";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/index.html HTTP/1.1";" 304 -"
"1063";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 1 , 46 , 825 ";"  304 -"
"1064";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.1";" 200 3080"
"1065";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 8 , 15 , 997 ";"  200 3080"
"1066";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.1";" 200 2224"
"1067";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 8 , 44 , 814 ";"  200 2224"
"1068";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.1";" 200 3299"
"1069";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 5 , 85 , 929 ";"  200 3299"
"1070";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.1";" 200 2481"
"1071";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 3 , 98 , 91 ";"  200 2481"
"1072";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.1";" 200 1667"
"1073";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 4 , 39 , 452 ";"  200 1667"
"1074";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.1";" 200 2346"
"1075";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 7 , 15 , 483 ";"  200 2346"
"1076";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.1";" 200 1872"
"1077";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 7 , 52 , 198 ";"  200 1872"
"1078";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.1";" 200 1585"
"1079";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 4 , 55 , 728 ";"  200 1585"
"1080";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.1";" 200 2202"
"1081";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 8 , 28 , 259 ";"  200 2202"
"1082";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.1";" 200 1833"
"1083";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 1 , 59 , 11 ";"  200 1833"
"1084";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.1";" 200 1521"
"1085";"10.0.0.153 - - [08/Mar/2004:10:48:37 -0800]  ";" 4 , 69 , 47 ";"  200 1521"
"1086";"64.242.88.10 - - [08/Mar/2004:10:50:05 -0800] ";"GET /twiki/bin/rdiff/TWiki/WebRss HTTP/1.1";" 200 21483"
"1087";"64.242.88.10 - - [08/Mar/2004:10:50:05 -0800]  ";" 9 , 36 , 540 ";"  200 21483"
"1088";"64.242.88.10 - - [08/Mar/2004:11:03:34 -0800] ";"GET /twiki/bin/rdiff/TWiki/WikiCulture?rev1=1.8&rev2=1.7 HTTP/1.1";" 200 5326"
"1089";"64.242.88.10 - - [08/Mar/2004:11:03:34 -0800]  ";" 5 , 11 , 228 ";"  200 5326"
"1090";"128.227.88.79 - - [08/Mar/2004:11:06:20 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1091";"128.227.88.79 - - [08/Mar/2004:11:06:20 -0800]  ";" 7 , 61 , 700 ";"  200 4034"
"1092";"128.227.88.79 - - [08/Mar/2004:11:06:20 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1093";"128.227.88.79 - - [08/Mar/2004:11:06:20 -0800]  ";" 6 , 61 , 318 ";"  304 -"
"1094";"128.227.88.79 - - [08/Mar/2004:11:06:28 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1095";"128.227.88.79 - - [08/Mar/2004:11:06:28 -0800]  ";" 2 , 4 , 900 ";"  200 5691"
"1096";"64.242.88.10 - - [08/Mar/2004:11:09:24 -0800] ";"GET /twiki/bin/edit/Main/Lmtp_mail_timeout?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"1097";"64.242.88.10 - - [08/Mar/2004:11:09:24 -0800]  ";" 4 , 52 , 775 ";"  401 12846"
"1098";"128.227.88.79 - - [08/Mar/2004:11:10:09 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1099";"128.227.88.79 - - [08/Mar/2004:11:10:09 -0800]  ";" 1 , 64 , 692 ";"  200 10419"
"1100";"128.227.88.79 - - [08/Mar/2004:11:10:24 -0800] ";"GET /twiki/bin/view/Main/PostfixCommands HTTP/1.1";" 200 4016"
"1101";"128.227.88.79 - - [08/Mar/2004:11:10:24 -0800]  ";" 6 , 43 , 347 ";"  200 4016"
"1102";"128.227.88.79 - - [08/Mar/2004:11:11:04 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1103";"128.227.88.79 - - [08/Mar/2004:11:11:04 -0800]  ";" 3 , 6 , 842 ";"  200 10419"
"1104";"128.227.88.79 - - [08/Mar/2004:11:11:10 -0800] ";"GET /twiki/bin/view/Main/TWikiGroups HTTP/1.1";" 200 4816"
"1105";"128.227.88.79 - - [08/Mar/2004:11:11:10 -0800]  ";" 6 , 44 , 478 ";"  200 4816"
"1106";"128.227.88.79 - - [08/Mar/2004:11:11:15 -0800] ";"GET /twiki/bin/view/Main/TWikiAdminGroup HTTP/1.1";" 200 4175"
"1107";"128.227.88.79 - - [08/Mar/2004:11:11:15 -0800]  ";" 2 , 85 , 127 ";"  200 4175"
"1108";"128.227.88.79 - - [08/Mar/2004:11:11:26 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1109";"128.227.88.79 - - [08/Mar/2004:11:11:26 -0800]  ";" 7 , 24 , 876 ";"  200 10419"
"1110";"64.242.88.10 - - [08/Mar/2004:11:11:51 -0800] ";"GET /twiki/bin/edit/Main/TWikiGuest?t=1078713282 HTTP/1.1";" 401 12846"
"1111";"64.242.88.10 - - [08/Mar/2004:11:11:51 -0800]  ";" 3 , 70 , 584 ";"  401 12846"
"1112";"64.242.88.10 - - [08/Mar/2004:11:15:51 -0800] ";"GET /twiki/bin/rdiff/TWiki/AdminSkillsAssumptions HTTP/1.1";" 200 10368"
"1113";"64.242.88.10 - - [08/Mar/2004:11:15:51 -0800]  ";" 6 , 69 , 874 ";"  200 10368"
"1114";"64.242.88.10 - - [08/Mar/2004:11:17:49 -0800] ";"GET /twiki/bin/view/Sandbox/WebHome?rev=r1.3 HTTP/1.1";" 200 8708"
"1115";"64.242.88.10 - - [08/Mar/2004:11:17:49 -0800]  ";" 4 , 60 , 984 ";"  200 8708"
"1116";"64.242.88.10 - - [08/Mar/2004:11:19:43 -0800] ";"GET /twiki/bin/edit/TWiki/WikiNotation?t=1078726052 HTTP/1.1";" 401 12846"
"1117";"64.242.88.10 - - [08/Mar/2004:11:19:43 -0800]  ";" 7 , 36 , 335 ";"  401 12846"
"1118";"64.242.88.10 - - [08/Mar/2004:11:24:12 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Wiki%20*Notation[^A-Za-z] HTTP/1.1";" 200 6558"
"1119";"64.242.88.10 - - [08/Mar/2004:11:24:12 -0800]  ";" 7 , 33 , 680 ";"  200 6558"
